unit_index,unit_title,lesson_index,lesson_title,video_index,video_title,video_url,content_kind,youtube_id,duration_seconds,transcript_file,transcript
5,Parts of speech: the preposition and the conjunction,4,Correlative conjunctions and starting sentences,3,"BONUS: ""FANBOYS,"" a mnemonic song",https://www.khanacademy.org/humanities/grammar/parts-of-speech-the-preposition-and-the-conjunction/correlative-conjunctions-and-starting-sentences/v/fanboys-a-mnemonic-song-conjunctions-parts-of-speech-khan-academy,Video,RNwD4z3EVDc,174,transcripts\unit-05\lesson-04-03-BONUS-FANBOYS-a-mnemonic-song.txt,"♫ Fanboys Fanboys ♫ The boys who carry the fan ♫ Fanboys Fanboys ♫ The boys who had a plan ♫ For the way was long ♫ And the day was hot ♫ The boys were always prepared ♫ Neither sand nor heat ♫ Would assail their feet ♫ They did what no others had dared ♫ Fanboys Fanboys ♫ The boys who carry the fan ♫ Fanboys Fanboys ♫ The boys who had a plan ♫ The Fanboys were on a train to Laredo ♫ When bandits made an assault ♫ But ♫ But the Fanboys fan made a wind so mighty ♫ The banditry came to a halt ♫ Fanboys Fanboys ♫ The boys who carry the fan ♫ Fanboys Fanboys ♫ The boys who had a plan ♫ The magistrate said we're all very grateful ♫ But it's time for an end to your fun ♫ He said to the boys ♫ It's your fan or your freedom ♫ And you may only have one ♫ Fanboys Fanboys ♫ The boys who carry the fan ♫ Fanboys Fanboys ♫ The boys who had a plan ♫ The boys saw the land was crying for justice ♫ Yet they knew that this wasn't the way ♫ So they put down their fan ♫ And they picked up their notebooks ♫ And this is what they had to say ♫ - [Voiceover] Though we lay down our fan this day, you too can have the power to unite phrases, words and clauses with the coordinating conjunctions of English. Which are: - [All] For. And. Nor. But. Or. Yet. So. - [Voiceover] You too can harness the power of the Fanboys. ♫ Fanboys ♫ They're the Fanboys ♫ The boys who carry the fan ♫ That's their whole deal ♫ Fanboys ♫ We're all Fanboys ♫ Remember the boys with the fan ♫"
6,"Punctuation: end-of-sentence punctuation, the comma, and the apostrophe",1,Introduction to end-of-sentence punctuation and commas,1,Three ways to end a sentence,https://www.khanacademy.org/humanities/grammar/punctuation-the-comma-and-the-apostrophe/introduction-to-commas/v/three-ways-to-end-a-sentence-punctuation-khan-academy,Video,B9bJaoIHRp4,172,transcripts\unit-06\lesson-01-01-Three-ways-to-end-a-sentence.txt,"- [Voiceover] Hello grammarians and hello Paige. - Hi David. - So today, we're gonna talk about the three different ways to end a sentence. This is what we call a terminal punctuation of English. Paige, what are those three ways? - So, the first is a period. - Okay. - And then exclamation point. - Poom. - And a question mark. - Swoosh. Poom. - A period is just sort of the standard ending to a sentence. - Sure. - Right, it's... It goes at the end of, I think, most sentences. I would say that all of the sentences that we have spoken so far would probably end in periods. - So what's a good example sentence that we can use a period at the end of? - My mom ate a cookie. - So that's just sort of a straight up, regular ol' sentence? - Yeah. - Just a standard declaration of a fact. - Exactly. - This is a thing that is true. My mom ate a cookie. - Yes. - Cool, and then we just put this period there to say that's the end of a... End of line. So then what is, what is an exclamation point for? What would we use that for? - Yeah, so an exclamation point is pretty much if someone is excited about what they're saying. - Okay. - So if I were to say I'm gonna eat so much candy when I get home! I think that was probably an exclamation. - Sure. - And ends in an exclamation point. - But its not just like good excitement either. It's not just like, wooh, this is awesome! - Totally. There can be, you know, anger like go to your room! - Right. - Or like fear. If you said... - Aaah! - Yes. Exactly. - We have the period, which kind of all purpose terminal punctuation you can just say a regular declarative sentence. Here is a fact, my mom ate a cookie. Or you can use exclamation points to demonstrate excitement or strong emotion whether good or bad, so like an interjection like aaah! Or a command like go to you room! Or if your super excited, I'm gonna eat so much candy! What is this thing used for? Huuuh? - Well, I think that was a perfect example but that thing is used for... That is a question mark which goes at the end of a question. So it basically just signifies I don't know the answer to this thing and I would like an answer to it please. - So okay. So Paige, what's an example question that we can throw out using a question mark? - How about, is this edible? - Well it's the eternal question. (Paige laughs) - I ask myself that everyday. (David laughs) - Okay so we have periods, just statement of facts, exclamations, expressions of strong emotion, or question marks, which ask a question? I guess? (Paige chuckles) - Yeah. - Cool. Thanks Paige. - Thank you for having me. - You can learn anything. David out. - Paige out."
6,"Punctuation: end-of-sentence punctuation, the comma, and the apostrophe",1,Introduction to end-of-sentence punctuation and commas,2,Meet the comma,https://www.khanacademy.org/humanities/grammar/punctuation-the-comma-and-the-apostrophe/introduction-to-commas/v/meet-the-comma-the-comma-punctuation-khan-academy,Video,Wk0k2FLjM1c,239,transcripts\unit-06\lesson-01-02-Meet-the-comma.txt,"- [Voiceover] Hello grammarians. Today Paige and I are going to teach you all about your new best friend, the comma. It is a piece of punctuation that has many many functions. We're just going to broadly overview them today. The comma is an extremely powerful piece of punctuation, can do a whole bunch of stuff. So Paige, what is the most pertinent or important thing that the comma does? - [Voiceover] I would probably say that it is separating sentence elements. - [Voiceover] So that's like its broad super-power-- - [Voiceover] Exactly. - [Voiceover] But lots of stuff falls under that. So it's like it has laser vision but it can not only use that laser vision to boil water, but it can also cut through steel. - [Voiceover] Exactly. - [Voiceover] So this is a superhero punctuation mark. I'll make that into a C for comma. So okay, so how is the comma going to save the day today? How's it going to make our sentences make sense? What are some of the things that it separates? - [Voiceover] So it can separate elements of lists. - [Voiceover] For lunch I had tofu, spam, and seaweed. A very Hawai'ian lunch. - [Voiceover] Mm-hm, delicious. - [Voiceover] So it's separating these elements of this list. I guess commas can also separate dates. - [Voiceover] That's right. - [Voiceover] So for example, here in the United States, National Blueberry Muffin Day is July 11th, and if we wanted to refer to a historical blueberry muffin day, let's say July 11th, 1981. - [Voiceover] Wow. - [Voiceover] It was the best muffin day ever. - [Voiceover] I wish I could have been around for that. - [Voiceover] Yeah, okay, so a comma can separate lists and it can be used for dates, and we can also set off things at the beginning of sentences, like basically, everything is great. The comma has a bunch of different functions. It's this super-useful multi-tool. It's the superhero of a piece of punctuation. So we're not going to cover all of that in this video. The most important thing to remember about the comma is what it does is separate sentence elements. It can separate clauses, it can separate items in a list, it can separate dates. Usually, when you're trying to make a separation within a sentence, you use a comma. So Paige, so what are some things that commas can't do? - [Voiceover] That's a great question. So, commas can't go at the end of a sentence. - [Voiceover] Okay, so I couldn't be like, I want to go swimming comma. It couldn't end a sentence that way. - [Voiceover] Right, you need to say something after the comma. - [Voiceover] So this is no good. Or you have to keep going, like I'm going to go swimming, and then sailing. And end it with a period, like that. That's totally fine usage for a comma. If it's in the middle of a sentence but not at the end of a sentence. - [Voiceover] Right. - [Voiceover] Okay, so commas only go in the middle. - [Voiceover] Yeah. - [Voiceover] So comma separates stuff which therefore means it has to be in-between something. - [Voiceover] Right, there has to be something to the left and something to the right. - [Voiceover] Cool, all right. That's a comma-- - [Voiceover] Yeah-- - [Voiceover] Wouldn't you say? - [Voiceover] I think we have successfully met the comma. - [Voiceover] Cool, you can learn anything. David out. - [Voiceover] Paige out."
6,"Punctuation: end-of-sentence punctuation, the comma, and the apostrophe",1,Introduction to end-of-sentence punctuation and commas,3,Punctuating lists,https://www.khanacademy.org/humanities/grammar/punctuation-the-comma-and-the-apostrophe/introduction-to-commas/v/punctuating-a-list-commas-punctuation-khan-academy,Video,DBMQOK64VQY,111,transcripts\unit-06\lesson-01-03-Punctuating-lists.txt,"- [Voiceover] Hey Paige! - [Voiceover] What's up David? - [Voiceover] Is this right? Okay, so I'm about to go to the grocery store, and it looks like it says, ""I need to get squid pickles and chocolate at the grocery store."" - [Voiceover] Yeah. - [Voiceover] Did you want squid pickles? - [Voiceover] No, I wanted squid and pickles. - [Voiceover] I must have written it down wrong, okay. So I think what we need to do in order to fix this list and avoid confusion like this in the future is using commas to punctuate a list. 'Cause right now this just looks like squid pickles, which, I mean probably delicious, pickled squid. - [Voiceover] Yeah. - [Voiceover] Probably delicious. - [Voiceover] Sure. - [Voiceover] But not what we were looking to get today. - [Voiceover] Right. - [Voiceover] If we don't want to get pickled squid today, then we have to put commas in between the elements of the list. - [Voiceover] Right. - [Voiceover] Right, because this is what commas do. The separate elements of every everything. So let's put in those dividers. I need to get squid, comma, pickles, comma, and chocolate at the grocery store. - [Voiceover] Exactly. - [Voiceover] Okay, so we can punctuate a list by separating out nouns, and I see from the second sentence here, Paige could you give me a read for that? - [Voiceover] I'm going to go for a run, read a chapter of my book and go see the new Colonel Justice movie. - [Voiceover] Oh I hear that's good. So right now it says that, but it could also just be ""I'm going to go for a run read a chapter of my book, and go see..."" you know there's like no-- - [Voiceover] It's a little confusing. - [Voiceover] It's a little confusing, right? There could be such a thing as a run read. - [Voiceover] There probably is. - [Voiceover] You know, like where you go for a jog while holding a book. - [Voiceover] Sounds difficult. - [Voiceover] And so we can also use commas in lists to separate not just nouns like in this first one, but also verb phrases. So I'm going for a run, comma, read a chapter of my book, comma, and go see the new Colonel Justice movie. - [Voiceover] Perfect. - [Voiceover] Cool. So that's how you punctuate a list with commas. - [Voiceover] Yeah, you got it. - [Voiceover] You can learn anything. David out. - [Voiceover] Paige out."
6,"Punctuation: end-of-sentence punctuation, the comma, and the apostrophe",2,Commas in space and time,1,Salutations and valedictions,https://www.khanacademy.org/humanities/grammar/punctuation-the-comma-and-the-apostrophe/commas-in-space-and-time/v/salutations-and-valedictions-the-comma-punctuation-khan-academy,Video,W2tiu8_ReGM,138,transcripts\unit-06\lesson-02-01-Salutations-and-valedictions.txt,"- [Voiceover] Hello grammarians and hello Paige. - Hi David. - Today we're gonna be talking about commas in correspondence and what that means is how to use commas in letter writing, so saying hello and saying goodbye. When you start writing letter or an e-mail to somebody, you use commas so let me show you an example. So if you're writing a letter to someone you open it with something like this. Dear Prudence comma I received the plum jam you sent me. You can see we have this little comma here because what commas do, right, is that they separate elements of the sentence from one another. So what we're doing here with this comma is we're putting it after the greeting to separate it from the body text. So that's how you begin a letter or an email with a comma after the, you know, dear part or the hello Prudence comma part you know, whatever it is, but Paige, how do you use commas toward the end of correspondence of emails and stuff? - Great, so at the end of a letter or an email you'll use a comma in a sort of similar way to how you use it at the beginning so you'll say something like with love comma Bruce Ben-Bacharach - So okay, we can use them at the beginning like this. Dear Prudence comma or we can use it at the end. The endings of letters. So this has a technical name. We were discussing this before we started recording so if you open a letter, that's called the salutation which is another way to say hi and the way you end a letter is called a valediction which is like saying hail, I think wale in latin means hail. I think salu is hello and wale, or vale is goodbye and so this is really just like a helloining and a goodbye saying so if you're saying hello in a letter or an email you use a comma. If you're saying goodbye in a letter or email... - Use a comma. - You can learn anything. David out. - Paige out."
6,"Punctuation: end-of-sentence punctuation, the comma, and the apostrophe",2,Commas in space and time,2,Commas in space and time,https://www.khanacademy.org/humanities/grammar/punctuation-the-comma-and-the-apostrophe/commas-in-space-and-time/v/commas-in-space-and-time-the-comma-punctuation-khan-academy,Video,7dYePWVTTTI,199,transcripts\unit-06\lesson-02-02-Commas-in-space-and-time.txt,"- [Voiceover] Hello, grammarians! Hello, Paige! - [Voiceover] Hi, David. So today we're gonna be talking about commas in space and time because commas have basically one function, which is-- - [Voiceover] Separating parts of sentences. - [Voiceover] Separating parts of sentences. And what's neat is that we can use commas to separate stuff out in space and separate stuff out in time. So I'm gonna handle space; Paige is gonna do time. It's gonna be sweet. So first of all, one way in which you can use commas to separate space is by talking about addresses, people's physical addresses in space. So the fictitious private detective, Nero Wolfe, one of my very favorites, is supposed to live at 454 West 35th Street in New York. So if I wanted to write Mister Wolfe a letter, and I would write him a letter because he hates talking on the phone, I would address it like so, separating all elements of his address with commas. So Nero Wolfe, comma, 454 West 35th Street, comma, New York City, or just New York, comma, New York. And then I would put the zip code, which I think is 10001, but I'm not sure if they had zip codes when those stories took place, but it doesn't matter. You separate out all of these elements with commas. And this isn't just for writing addresses; this is for referring to any point in space on the Planet. So if I wanted to tell you the name of my favorite city on the Planet, I would say: ""Ouagadougou"", comma, ""Burkina Faso."" Real place. I've never been there. I would like to go someday. And that is how you use commas in space. Paige, how are commas used in time? - [Voiceover] So commas are used in dates. - [Voiceover] OK. - [Voiceover] So, I could say: on Tuesday, comma, October fifth, comma, 2010, comma, I ate a cricket. So, as you can see, we've separated the day of the week from the day of the month, October fifth, from the year, 2010, and then separated all that from the rest of the sentence: I ate a cricket. - [Voiceover] Because all of this is like a prepositional phrase that is modifying the word ate. - [Voiceover] True. - [Voiceover] So we wanna make sure that all of it is separated out from the rest of the sentence; and we separate it out using our friend, the comma. - [Voiceover] Of course. - [Voiceover] So if you want to express a kind of complicated relationship in time or in space, you wanna make sure a letter gets to a very specific place, you wanna talk about a very specific city in a very specific country, you use commas. You wanna talk about a very specific time, you use commas. That's commas in space and time, my grammarians. You can learn anything. David out. - [Voiceover] Paige out."
6,"Punctuation: end-of-sentence punctuation, the comma, and the apostrophe",2,Commas in space and time,3,Commas and introductory elements,https://www.khanacademy.org/humanities/grammar/punctuation-the-comma-and-the-apostrophe/commas-in-space-and-time/v/commas-and-introductory-elements-the-comma-punctuation-khan-academy,Video,NvGBug8iORE,275,transcripts\unit-06\lesson-02-03-Commas-and-introductory-elements.txt,"- [Voiceover] Hello grammarians! Paige and I are here to teach you about introductory elements in sentences and how commas relate to them. Paige, how should we define what an introductory element is? - [Voiceover] So, it's pretty much something that happens at the beginning of a sentence. It can be a dependent clause or an adverb. But as we will see soon, it is something that is separated off with, of course, a comma. - [Voiceover] Because that's what commas do. They are separators. So, let's talk about dependent clauses first. And let me just write out a sentence that begins with a dependent clause. ""When you come in, please take off your shoes."" And I've made the difference between the dependent clause and the independent clause pretty clear. So, this the dependent clause is purple, the independent clause is green. Is there a need for a comma here? - [Voiceover] Of course. - [Voiceover] Okay. (Paige laughs) Because we're leading with a dependent clause, and that means that this thing can't stand on it's own, right? It's like the ladder up against the tree. Because an independent clause, in green, can stand on its own; a dependent clause cannot. So, we need to differentiate it from the rest of the sentence by putting the comma there. So, this is a dependent clause. And this is an independent clause. So, if you start a sentence with a dependent clause, you're gonna need to put the comma in the middle before you proceed to the independent clause, which is the part that makes it an actual functioning sentence. - [Voiceover] Right. - [Voiceover] If you have it the other way around though, if it's just, ""Please take off your shoes when you come in,"" no need for a comma. I'll show you. So, I'm not sure why this is. I think it may just sort of be a style relic. I'm not entirely certain. I mean, if you go back in American history and you look at the Federalist Papers and you look at the way that people used commas in the 18th century, it doesn't make a whole lot of sense, relative to how we use commas today. So, a lot of this is cultural. But I can tell you that when an independent clause comes before a dependent clause, you don't use a comma. And if you are uniting two independent clauses, in the following sentence, ""I rode an elephant ""and then I ate a mango,"" these two things are both independent clauses, right? I rode an elephant. Then I ate a mango, right? These two things need to be connected by this conjunction, and. But that's not all. They also need to be joined by a comma. Now, you could also sub out, if you wanted to, get rid of this comma and this and and put in a semicolon, but that's a story for another time. So, if you're uniting two independent clauses, just do comma and then a conjunction. So, that's one way to think about how to use commas for introductory elements like dependent and independent clauses. But there's also another thing I wanna introduce you to, and that's sentence adverbs. Follow us over to the next screen. So, Paige, what is a sentence adverb? How does it work? - [Voiceover] So, we've been talking about starting sentences with clauses, but that doesn't always have to be the case. You can start a sentence with an adverb. Like, let's say, ""Initially, I was afraid."" - [Voiceover] So, what is initially doing in this sentence here, in this expression? - [Voiceover] Basically, it's modifying the whole rest of the sentence. It's modifying the ""I was afraid."" - [Voiceover] So, we're gonna put a comma here to separate it from the rest of that expression. That's why we call it a sentence adverb, 'cause it's not, this is not the same as saying, ""I was initially afraid."" This is kind of, like you said, modifying the entire expression. Let's look at another example. - [Voiceover] ""Basically, you're the greatest."" - [Voiceover] Aww, thanks, Paige! So, we've got this word, basically, and basically is modifying the entire expression. It's kind of qualifying the whole thing. - [Voiceover] Right. - [Voiceover] So, we're gonna put a comma between this sentence adverb and the sentence itself. - [Voiceover] Exactly. - [Voiceover] Cool, so, initially, Paige, this seemed pretty complicated to me. - [Voiceover] Right, but, basically, I think we got it down. - [Voiceover] All right, we think that, essentially, you can learn anything. - [Voiceover] David out. - [Voiceover] Paige out."
6,"Punctuation: end-of-sentence punctuation, the comma, and the apostrophe",3,More ways to use commas,1,More uses for commas,https://www.khanacademy.org/humanities/grammar/punctuation-the-comma-and-the-apostrophe/more-ways-to-use-commas/v/more-uses-for-commas-the-comma-punctuation-khan-academy,Video,09-t-giMcNk,204,transcripts\unit-06\lesson-03-01-More-uses-for-commas.txt,"- [Voiceover] Hello, grammarians, and hello, Paige. - [Voiceover] Hi, David. - [Voiceover] Paige, I have a question for you. - [Voiceover] What's up? - [Voiceover] You like cheese, don't you? - [Voiceover] Why, yes, I do. - [Voiceover] So, Paige, what I've just asked you is an example of what's called a tag question. So I'm making an assertion and then I'm actually looking for confirmation; so I'm making a statement and then, consumed by doubt, I have to turn, comma, and ask you for confirmation. So I say: ""You like cheese"", comma, ""don't you?"" And so what's cool about tag questions is that they kind of follow this positive-negative flow. So it begins with a positive assertion, like: ""Here is a thing that is true"", and then the doubt, so you then negate it to ask the question. - [Voiceover] Right. - [Voiceover] You can also do this backwards and begin with a negative assertion and ask a positive question, like: ""This won't hurt"", comma, ""will it?"" And we're using the comma to perform its separating function because that's what commas do, and separate between the assertion and the doubt question. And that's what tag questions are. Sorry to just launch into it. So today we're gonna talk about tag questions, direct address, and using commas in the context of yes and no. - [Voiceover] Right. - [Voiceover] So, Paige, how are you? - [Voiceover] Why are you asking me this? - [Voiceover] Because it's an example of direct address. So if I start off an utterance by directly addressing you, it follows a pause, I would say: ""Paige,"" comma, ""how are you?"" - [Voiceover] I see. That makes sense. - [Voiceover] But also I'm interested in your well-being. - [Voiceover] Oh, well thank you! I'm good. - [Voiceover] Good. So if you're directly addressing a person, it doesn't have to be just Paige, it could also be me, it could also be Sal, whoever, you would say the name followed by a comma then the question, or whatever the sentence was going to be, like: ""Paige, I'm going to the grocery store later. ""Do you want some cheese?"" - [Voiceover] Right. I do definitely want some cheese. - [Voiceover] So then in that response actually you could have the final thing we're going to talk about today, which is yes and no commas. So when you're answering a question, whether yes or no, you kind of use yes or no as sentence adverbs, kind of. It's an introductory element, so you would say: ""Yes,"" comma, ""I would love some cheese"", or ""No,"" comma, ""I hate cheese"" if it were like an alternate-universe version of you. - [Voiceover] Yeah, no, I definitely love cheese. - [Voiceover] But that's how it works. You would use, say, yes or no and follow it with a comma. So this is just another example of how powerful commas are. You can use them in all these different separating abilities. So you can separate between the tag question, the positive assertion and the negative question, like: ""You like cheese,"" comma, ""don't you?"", or ""This won't hurt,"" comma, ""will it?"" You can use it in direct address, like: ""Paige,"" comma, ""how are you?"", and in yes-or-no responses, like ""No,"" comma, ""I hate cheese"", or ""Yes,"" comma, ""I would love some cheese."" - [Voiceover] Commas are so powerful. - [Voiceover] Yeah, for real. - [Voiceover] The viewer can learn anything, can't they? - [Voiceover] Yes, Paige, I believe they can. David out. - [Voiceover] Paige out."
6,"Punctuation: end-of-sentence punctuation, the comma, and the apostrophe",3,More ways to use commas,2,Commas in dialogue,https://www.khanacademy.org/humanities/grammar/punctuation-the-comma-and-the-apostrophe/more-ways-to-use-commas/v/commas-in-dialogue-the-comma-punctuation-khan-academy,Video,uYoX_Qyknao,180,transcripts\unit-06\lesson-03-02-Commas-in-dialogue.txt,"- [Voiceover] Hello, Grammarians, and hello, Paige. - [Voiceover] Hi, David. - [Voiceover] So, we're gonna talk about using commas in dialogue. So I've got these two sentences here that I have removed all the punctuation from because I recognize that figuring out where to put commas when you are reporting someone else's speech, you know, for a newspaper article or a piece of fiction or whatever it is, can be quite confusing. And so here's basically what you need to know is that commas in dialogue essentially function as runways. It can ramp you up to get going for an utterance and take you down and land. Paige, would you read me this sentence? - [Voiceover] ""Guillermo said, I have no idea ""where I put that moonstone."" - [Voiceover] So, we're starting into this sentence, and we're gonna use this comma as a ramp to divide between the utterance and what's called the dialogue tag. ""So Guillermo said,"" comma, ""I have no idea where I put that moonstone."" This is the end of his utterance. We're gonna put a period here. However, sentence number two-- - [Voiceover] ""They're probably pirates, ""Roxane said."" - [Voiceover] So here, since we're putting the dialogue tag after the reported speech, this were otherwise going to be a period. We're gonna put a comma here. ""They're probably pirates,"" comma, ""Roxane said,"" period. And why is this? It's because we're trying to separate between the reported speech and the dialogue tag itself. So, in the event that this were a question, however, you would use a question mark or if it were an exclamation, you would use an exclamation point, but if it were going to just be a period, you wouldn't do this. You wouldn't say, ""They're probably pirates,"" period, ""Roxane said."" You would say, ""They're probably pirates,"" comma, ""Roxane said."" - [Voiceover] Yeah. - [Voiceover] I know that's kinda confusing. But that is the style that we abide by in English. - [Voiceover] Right, so as you said, comma with dialogue is pretty much acting as a runway. - [Voiceover] Okay. - [Voiceover] So with the first sentence, ""Guillermo said,"" comma, and then-- - [Voiceover] So just kinda like, take off-- - [Voiceover] Right, you're getting like, ramped up into the dialogue, and then with the second one, it's like the plane is landing, and, ""They're probably pirates,"" and then the dialogue ends. - [Voiceover] Cool. - [Voiceover] But there has to be a comma in there to end it. - [Voiceover] So if the statement were going to end with a period, we'd use a comma in reported dialogue when the tag follows the reported speech. - [Voiceover] That's right. - [Voiceover] Otherwise, we'd use all the other relevant punctuation marks. - [Voiceover] Yeah. - [Voiceover] Okay, cool. So this is like the only time ever when you can end a sentence with a comma. - [Voiceover] Yeah, pretty much. - [Voiceover] Woah, that's awesome. - [Voiceover] Yeah. - [Voiceover] So that's how you use commas in dialogue. You can learn anything. David out. - [Voiceover] Paige out."
6,"Punctuation: end-of-sentence punctuation, the comma, and the apostrophe",3,More ways to use commas,3,Appositives,https://www.khanacademy.org/humanities/grammar/punctuation-the-comma-and-the-apostrophe/more-ways-to-use-commas/v/appositives-the-comma-punctuation-khan-academy,Video,QFcaUTd8DgY,180,transcripts\unit-06\lesson-03-03-Appositives.txt,"- [Voiceover] Hello grammarians, and hello Paige. - [Voiceover] Hi David. - [Voiceover] So today we're going to be talking about the appositive, which is just a monster of a word. I can tell you that from my limited study of Latin it comes from ad positio, which is ""putting on"", which doesn't really necessarily help. What is this thing? What is this device, how do we use it, and what does it have to do with commas? - [Voiceover] That is a great question. The definition itself is also kind of confusing, but it'll make a lot of sense when we see some examples. My older sister, Griselda, is going to college in the fall. - [Voiceover] Okay, so, an appositive, what is the definition of an appositive then? - [Voiceover] So it is a noun phrase that clarifies or redefines its antecedent. - [Voiceover] And an antecedent is just something that comes before, so what we're doing here with Griselda is, we are redefining or clarifying who my older sister is, so in order to do that, we're putting it between these commas like so, and we're just saying it again. My older sister, Griselda, is going to college in the fall. - [Voiceover] Right. - [Voiceover] But it doesn't always have to be in the middle like this, right. - [Voiceover] That's true, it can be say, at the end. So, they stopped selling my favorite snack, the Cookie Cat. - [Voiceover] I am so sorry. - [Voiceover] I know. It's so sad. - [Voiceover] So we've got this apposition then at the end of the sentence, so my favorite snack is being redefined or clarified by Cookie Cat. Or rather, Cookie Cat is clarifying or redefining my favorite snack. - [Voiceover] Right. I could just say, ""They stopped selling my favorite snack."" - [Voiceover] That could just be its own sentence right. - [Voiceover] Totally. - [Voiceover] They stopped selling my favorite snack. My older sister is going to college in the fall. This stuff isn't essential to the understanding of the sentence. - [Voiceover] Right, but if you don't know what my favorite snack is, then it's helpful for me to say, the Cookie Cat. - [Voiceover] So you can use them as in the first sentence, my older sister comma Griselda comma is going to college in the fall, or you can use it as in the second sentence, they stopped selling my favorite snack comma the Cookie Cat period. - [Voiceover] Right. You don't need another comma. - [Voiceover] Right. - [Voiceover] At the end. - [Voiceover] Let's change that back into a comma. - [Voiceover] So this is just another illustration of the separating power of the comma, cuz we're using it to set off this explanatory, clarifying element in the middle or at the end of these sentences. - [Voiceover] Yeah, exactly, that's what the comma does. Man, it seems like commas can do anything. - [Voiceover] Yeah, it's pretty incredible. You know what else can do anything? - [Voiceover] What? - [Voiceover] The viewer, you the viewer, you can learn anything. That's the appositive and how it relates to commas. David out. - [Voiceover] Paige out."
6,"Punctuation: end-of-sentence punctuation, the comma, and the apostrophe",3,More ways to use commas,4,BONUS VIDEO – The Oxford comma,https://www.khanacademy.org/humanities/grammar/punctuation-the-comma-and-the-apostrophe/more-ways-to-use-commas/v/bonus-the-oxford-comma-the-comma-punctuation-khan-academy,Video,_i8TVzaMZ8Q,223,transcripts\unit-06\lesson-03-04-BONUS-VIDEO-The-Oxford-comma.txt,"- [Voiceover] Hey grammarians, hey Paige. - [Voiceover] Hi David. - [Voiceover] So we're gonna talk today about the Oxford comma, which is just another word for another name for the serial comma which is normally when you have a list of things, you punctuate them with a comma after each item. So for example, in this sentence: I'd like to thank my parents, comma, Mahatma Gandhi, comma, and my pet hamster. Or in this example: His favorite artists are Elvis, comma, a tiny Norwegian harpist, comma, and Frida Kahlo. Now this is a pretty big... controversy in English is where to put this comma. Some style guides for example the AP style guide recommends that you don't include this last comma. The style guide that Khan Academy uses, the Chicago Manual of Style, does recommend it. Ultimately this is less about grammar and more about style, less about sense and more about taste. 'Cause you can make, I think, a pretty convincing argument against each one, like whether to use the Oxford comma or whether to not use the Oxford comma. Paige, could you take me through the possible ambiguity in this first sentence? - [Voiceover] Sure, so this sentence without the Oxford comma can kind of look like you're saying that you're parents are Mahatma Gandhi and your pet hamster, which is pretty crazy. - [Voiceover] Right, and the second one is a sort of sentence that could be used to make the argument against the Oxford comma. So his favorite artists are Elvis, a tiny Norwegian harpist, and Frida Kahlo, and it could be argued that you're saying that Elvis, the rock-n-roll progenitor, hip-swivel guy was a tiny Norwegian harpist, which is not true. Both of these things are kind of examples of assumed apposition that we're using. We're using Mahatma Gandhi and my pet hamster to explain or clarify parents. Or that we're using a tiny Norwegian harpist to explain or clarify Elvis. And this is not the case. I think you have to choose which kind of confusion is more important for you to avoid. Frankly, the way to fix these sentences is to put the uncertain thing elsewhere in the sentence. So probably last, like I'd like to think. Mahatma Gandhi, my pet hamster and my parents. And there's no confusion no matter where you put the comma there. Or his favorite artists are Elvis, Frida Kahlo, and a tiny Norwegian harpist. - [Voiceover] Yeah, that does a good job of avoiding that confusion. - [Voiceover] A good craftsman never blames their tools. That's all I gotta say about that. So Paige and I are here to report. We're not here to make law. We're trying to tell you about the language as it is and the way people use it. Well we do at Khan Academy is we use the Oxford comma, so parents, comma, Mahatma Gandhi, comma, and my pet hamster, or Elvis, comma, a tiny Norwegian harpist, comma, and Frida Kahlo. - [Voiceover] Yeah. - [Voiceover] You have to find a style guide and stick with it. And sometimes that depends on if you're writing for a newspaper that uses a particular style guide, or if your English teacher has a particular style guide that they want you to abide by, that's what you should follow. - [Voiceover] Exactly. Different people will tell you different things. - [Voiceover] The key is to be consistent. That's the Oxford comma. That's the debate over it. And it's really all about a false sense of these being appositives. So keep a wary eye out. That's the Oxford comma. You can learn anything. David out. - [Voiceover] Paige out."
